UserID;CardID;CardBrandID;CardType;CardNumber;CardLastDigit;Expires;CVV;HasChip;CreditLimit
29;2;MSC;Debit;5793675314684780;4780;2022-06-01;43;YES;24608
29;3;MSC;Debit;5845373196638990;8990;2022-09-01;111;YES;13441
31;0;MSC;Debit;5429789020188280;8280;2012-10-01;674;YES;17872
31;1;MSC;Credit;5301114615829910;9910;2022-09-01;425;YES;12900
31;2;MSC;Debit;5571104183564020;4020;2024-05-01;52;YES;25264
31;3;MSC;Debit;5401948301255030;5030;2022-12-01;920;YES;20634
32;0;VSA;Credit;4295364044956970;6970;2007-04-01;656;YES;12200
32;1;VSA;Credit;4737484014371340;1340;2010-02-01;221;YES;5500
33;0;VSA;Credit;4509365132510760;760;2020-03-01;281;NO;6600
33;1;MSC;Debit;5068255294282300;2300;2020-11-01;890;YES;25815
34;0;AMX;Credit;354813103334804;4804;2021-06-01;527;YES;8400
34;1;MSC;Debit;5910929635230860;860;2020-02-01;525;YES;21628
34;2;MSC;Debit;5400182448188960;8960;2021-10-01;412;YES;24232
35;0;MSC;Debit;5039048842448180;8180;2023-11-01;339;YES;10775
36;0;VSA;Credit;4336733185475860;5860;2021-01-01;221;NO;7100
36;1;MSC;Debit;5985582173054290;4290;2024-07-01;951;YES;29351
36;2;MSC;Debit;5281056728185170;5170;2020-03-01;835;YES;15125
36;3;MSC;Credit;5615660494634700;4700;2021-11-01;865;YES;8000
37;0;AMX;Credit;311095486859536;9536;2024-01-01;536;YES;23700
38;0;VSA;Credit;4624747592911120;1120;2024-02-01;986;YES;700
39;0;MSC;Debit;5595562388674400;4400;2024-07-01;594;YES;7488
40;0;VSA;Credit;4171022488649330;9330;2002-01-01;225;NO;24900
40;1;MSC;Debit;5246337038556760;6760;2021-06-01;638;YES;30971
40;2;AMX;Credit;399966116933253;3253;2024-01-01;343;YES;24400
40;3;MSC;Debit;5064137987234660;4660;2020-02-01;599;YES;53549
40;4;VSA;Debit;4905540969337030;7030;2018-09-01;573;YES;53036
41;1;DSV;Credit;6521426249819190;9190;2020-11-01;608;YES;13100
41;2;VSA;Debit;4199712815274630;4630;2024-10-01;440;YES;16516
41;3;MSC;Credit;5172743861765170;5170;2016-07-01;906;YES;15700
41;4;MSC;Debit;5214643602729090;9090;2024-05-01;474;YES;21058
42;0;VSA;Debit;4013876625955760;5760;2023-10-01;543;YES;36425
42;2;MSC;Credit;5247576622089390;9390;2021-09-01;379;YES;13400
42;3;MSC;Credit;5911319900289830;9830;2021-04-01;37;YES;21600
43;0;MSC;Debit;5058769177189800;9800;2020-02-01;12;NO;9090
44;0;VSA;Debit;4682877628388630;8630;2023-02-01;846;NO;25942
44;1;MSC;Credit;5882842508952740;2740;2019-07-01;614;YES;10700
44;2;MSC;Credit;5637149260486790;6790;2022-07-01;630;YES;4900
45;0;MSC;Credit;5115700923413240;3240;2022-04-01;587;NO;18100
46;0;AMX;Credit;324640473359364;9364;2024-03-01;659;YES;7200
47;0;MSC;Debit;5033428838471720;1720;2020-02-01;546;YES;22660
47;1;DSV;Credit;6969946254132650;2650;2022-12-01;588;YES;19800
47;2;MSC;Credit;5181226307106930;6930;2024-11-01;820;YES;15500
47;4;MSC;Debit;5051066154001740;1740;2021-06-01;526;YES;4317
48;0;MSC;Debit;5456915066505060;5060;2021-12-01;553;NO;14719
48;1;MSC;Debit;5132664334960880;880;2021-05-01;593;YES;9532
48;2;MSC;Credit;5752873844240560;560;2020-03-01;486;YES;10900
49;0;MSC;Credit;5494228198326750;6750;2024-09-01;428;YES;6200
49;1;MSC;Debit;5789639625525450;5450;2012-12-01;43;YES;2903
49;2;MSC;Debit;5392957769023380;3380;2020-10-01;803;YES;4355
50;0;MSC;Debit;5182820825620430;430;2021-04-01;126;YES;28963
50;1;MSC;Debit;5102353988152900;2900;2022-12-01;667;YES;20913
50;2;MSC;Debit;5033135709911480;1480;2024-07-01;170;YES;23344
50;3;MSC;Debit;5611522756791990;1990;2020-01-01;882;YES;33642
51;0;MSC;Debit;5037404409791940;1940;2022-01-01;681;YES;14695
52;0;MSC;Credit;5571363047071890;1890;2023-09-01;510;YES;13200
52;1;VSA;Debit;4083033843851770;1770;2020-01-01;173;YES;29950
52;2;VSA;Credit;4829916759482890;2890;2024-07-01;768;YES;4600
53;0;MSC;Debit;5458492483408540;8540;2022-12-01;92;YES;10051
53;1;MSC;Debit;5879094230635420;5420;2015-12-01;729;YES;9796
54;0;MSC;Debit;5769435406360320;320;2021-10-01;957;YES;17826
54;1;MSC;Debit;5588799529406910;6910;2024-11-01;778;YES;19086
54;2;VSA;Debit;4410685608952630;2630;2024-06-01;265;YES;17345
54;3;VSA;Debit;4470822684089910;9910;2020-09-01;923;YES;17976
54;4;VSA;Debit;4804338444306720;6720;2022-01-01;279;YES;16447
55;0;VSA;Debit;4194362281636450;6450;2024-10-01;271;YES;29573
55;2;MSC;Debit;5648865641388290;8290;2019-08-01;71;YES;2559
55;3;MSC;Debit;5914243757284140;4140;2012-10-01;436;YES;6552
56;0;MSC;Credit;5193780952753620;3620;2021-01-01;591;YES;13800
57;0;MSC;Debit;5957925302951750;1750;2020-08-01;746;YES;16375
57;1;VSA;Debit;4557061225558440;8440;2023-05-01;780;YES;14213
58;0;MSC;Debit;5476407228285230;5230;2022-11-01;688;YES;53466
59;0;VSA;Credit;4698943729070490;490;2020-09-01;450;YES;6600
59;1;MSC;Credit;5579147219556300;6300;2022-06-01;806;NO;7200
60;0;MSC;Debit;5099614207935760;5760;2020-11-01;856;YES;2868
60;1;DSV;Credit;6177503172021500;1500;2024-05-01;97;YES;3400
61;0;MSC;Debit;5188130978534930;4930;2022-01-01;446;YES;12915
61;2;DSV;Credit;6417599205270840;840;2021-07-01;504;YES;17600
61;3;MSC;Debit;5516722949603670;3670;2012-12-01;621;YES;31542
61;4;MSC;Debit;5891053637541510;1510;2022-02-01;362;YES;23049
62;0;MSC;Debit;5708150083756690;6690;2023-04-01;824;YES;17848
62;1;MSC;Debit;5238684130320060;60;2022-11-01;870;NO;25563
62;2;VSA;Credit;4740880792169370;9370;2020-04-01;168;YES;12000
62;3;AMX;Credit;361648729239104;9104;2018-11-01;709;NO;6600
63;0;AMX;Credit;363305614201313;1313;2023-09-01;943;NO;5600
63;1;VSA;Debit;4360859456629850;9850;2022-11-01;428;YES;11873
63;2;MSC;Credit;5498016831726770;6770;2020-02-01;871;YES;7200
64;0;AMX;Credit;381572912003735;3735;2024-08-01;145;YES;10000
64;1;MSC;Credit;5079302523329050;9050;2023-04-01;381;YES;500
65;0;MSC;Debit;5546998350637120;7120;2020-02-01;718;YES;22697
65;1;MSC;Credit;5326031764905960;5960;2023-08-01;437;YES;18000
65;2;MSC;Debit;5096150037217370;7370;2024-10-01;862;YES;32903
66;0;VSA;Debit;4489873116412360;2360;2021-08-01;547;YES;12764
66;1;MSC;Credit;5621725368325860;5860;2022-10-01;60;YES;6300
67;0;MSC;Debit;5923138803280580;580;2022-02-01;934;YES;7541
67;1;VSA;Debit;4447989421793040;3040;2022-03-01;995;YES;1266
67;2;MSC;Credit;5000307662634780;4780;2020-04-01;263;NO;9500
68;0;MSC;Debit;5707305515533510;3510;2020-04-01;203;YES;1837
68;1;MSC;Debit;5864987017850550;550;2023-08-01;258;YES;17453
69;0;VSA;Debit;4228885239928180;8180;2013-10-01;543;NO;28283
69;1;VSA;Credit;4210237285941910;1910;2020-04-01;160;YES;13500
69;2;VSA;Credit;4877073763902890;2890;2014-07-01;786;YES;13300
70;0;MSC;Debit;5558040779986500;6500;2021-09-01;69;YES;17941
71;0;VSA;Credit;4642496218651970;1970;2018-04-01;594;YES;14400
71;1;VSA;Credit;4244401907291510;1510;2020-04-01;120;YES;4400
71;2;MSC;Credit;5157439545898690;8690;2020-03-01;657;YES;13000
71;3;VSA;Debit;4079516725179260;9260;2023-04-01;72;YES;22701
72;0;MSC;Credit;5597117503471640;1640;2024-08-01;934;NO;16100
72;1;MSC;Debit;5808372218918200;8200;2023-09-01;138;YES;7629
73;0;MSC;Debit;5565497732362120;2120;2022-03-01;430;NO;16538
73;1;VSA;Debit;4072893581482200;2200;2020-12-01;578;YES;22746
73;2;MSC;Debit;5161929618424760;4760;2016-07-01;743;YES;9737
73;3;MSC;Credit;5359358098670030;30;2019-07-01;428;YES;6500
73;4;MSC;Debit;5093514487076210;6210;2020-06-01;889;YES;2650
74;0;AMX;Credit;366837170672753;2753;2021-01-01;803;YES;22600
74;1;MSC;Debit;5260255791659840;9840;2024-05-01;428;YES;6940
74;2;MSC;Debit;5911939393457820;7820;2024-03-01;410;YES;23408
74;3;VSA;Credit;4226284680001630;1630;2022-09-01;966;YES;9700
75;0;MSC;Debit;5624997997810580;580;2024-06-01;992;NO;10538
75;1;MSC;Debit;5752209560237460;7460;2023-03-01;385;YES;6853
75;2;MSC;Debit;5470018669871080;1080;2020-10-01;598;YES;607
75;3;MSC;Credit;5764603958082860;2860;2021-08-01;397;YES;0
75;4;VSA;Debit;4378354586828460;8460;2021-06-01;644;YES;8253
76;0;VSA;Debit;4415203972868490;8490;2020-09-01;847;YES;8492
77;0;VSA;Credit;4716309780327850;7850;2022-07-01;275;YES;9100
77;1;MSC;Credit;5175414290540890;890;2022-04-01;497;NO;2600
77;2;MSC;Credit;5079431552272490;2490;2024-05-01;813;NO;7300
78;0;VSA;Credit;4841586209388610;8610;2020-08-01;207;YES;15000
78;1;MSC;Credit;5133341979041600;1600;2024-04-01;497;YES;18700
78;2;VSA;Debit;4044685132149960;9960;2021-05-01;579;YES;21458
78;3;VSA;Credit;4825181289428260;8260;2020-04-01;635;NO;15700
79;0;MSC;Debit;5533057740649370;9370;2020-01-01;13;YES;20765
79;1;MSC;Debit;5137811039972620;2620;2022-06-01;170;NO;18101
79;2;VSA;Credit;4409545480052950;2950;2024-11-01;528;YES;8400
79;3;MSC;Debit;5169705466479210;9210;2020-03-01;66;YES;1737
80;0;MSC;Credit;5782138554730430;430;2020-02-01;217;YES;20900
80;1;VSA;Credit;4450097042295690;5690;2021-11-01;601;YES;23700
80;2;MSC;Credit;5298079382002760;2760;2021-11-01;989;YES;17500
81;0;VSA;Debit;4911894810892310;2310;2024-06-01;769;YES;26083
81;1;VSA;Debit;4394014058373530;3530;2022-10-01;943;YES;31589
81;2;VSA;Credit;4984110253172320;2320;2021-06-01;453;YES;24200
82;0;MSC;Debit;5658875071888530;8530;2020-02-01;190;YES;18321
83;0;MSC;Debit;5377126168537130;7130;2022-10-01;94;YES;7551
83;1;MSC;Debit;5606824501502070;2070;2014-06-01;451;YES;15377
83;2;VSA;Debit;4501704511432200;2200;2023-03-01;324;YES;12990
83;3;VSA;Debit;4015096339812700;2700;2023-02-01;494;YES;8509
84;0;VSA;Debit;4467199760802870;2870;2014-11-01;176;YES;96907
84;1;VSA;Credit;4081474027835140;5140;2015-07-01;45;YES;43900
85;0;MSC;Debit;5843714671989150;9150;2020-01-01;533;YES;50915
85;1;VSA;Debit;4052306795072860;2860;2021-12-01;369;YES;31767
86;0;VSA;Credit;4229889369220690;690;2024-04-01;82;YES;13200
86;1;MSC;Credit;5936949471946670;6670;2022-10-01;372;YES;16000
86;2;VSA;Debit;4748458102584200;4200;2024-07-01;223;YES;18132
86;3;VSA;Credit;4862788591864790;4790;2019-02-01;466;YES;300
87;0;MSC;Debit;5736838327060440;440;2022-11-01;714;YES;2236
87;1;VSA;Debit;4528854599819260;9260;2019-08-01;451;YES;21591
88;0;MSC;Debit;5956798767354530;4530;2020-04-01;927;YES;11521
88;1;VSA;Credit;4949830998579620;9620;2020-06-01;561;NO;8600
89;0;AMX;Credit;323782494048404;8404;2020-03-01;659;YES;9800
89;1;VSA;Credit;4172882144788970;8970;2012-03-01;902;YES;11300
89;2;MSC;Credit;5153494647482340;2340;2019-10-01;492;YES;8400
89;3;MSC;Debit;5513208341097350;7350;2023-12-01;789;YES;16597
89;4;AMX;Credit;316138720673532;3532;2020-09-01;876;YES;9400
90;0;VSA;Debit;4709941855155410;5410;2008-12-01;122;YES;18702
91;0;VSA;Debit;4725438629956460;6460;2022-06-01;675;YES;24806
91;1;VSA;Debit;4992990568824240;4240;2023-05-01;457;YES;19856
92;1;AMX;Credit;347103137777594;7594;2022-12-01;791;YES;4900
93;0;MSC;Debit;5779387577644600;4600;2022-02-01;421;YES;13390
93;1;AMX;Credit;343258769247986;7986;2024-11-01;210;YES;8400
94;0;AMX;Credit;374396421501669;1669;2024-03-01;659;YES;13700
95;0;DSV;Credit;6308795344040910;910;2024-11-01;205;YES;4200
96;0;VSA;Debit;4439832703761210;1210;2020-08-01;424;YES;2292
96;1;AMX;Credit;304372446656131;6131;2021-03-01;495;YES;8800
97;0;MSC;Credit;5881384408371200;1200;2023-03-01;312;NO;7600
97;1;VSA;Credit;4966727954053970;3970;2021-11-01;756;YES;6200
98;0;MSC;Credit;5784959743819570;9570;2023-07-01;348;YES;12900
98;1;MSC;Debit;5617375085275810;5810;2022-06-01;228;YES;18820
98;2;VSA;Debit;4813292561037470;7470;2005-07-01;979;YES;16167
98;3;MSC;Credit;5659042637826470;6470;2023-06-01;857;YES;4200
98;4;MSC;Debit;5691123059106640;6640;2024-08-01;190;YES;18861
99;0;VSA;Debit;4274334344737340;7340;2024-12-01;174;YES;24390
99;1;MSC;Debit;5073514573038600;8600;2023-02-01;802;YES;3106
100;0;MSC;Debit;5550999995379530;9530;2020-07-01;980;YES;13595
100;1;DSV;Credit;6616646974839940;9940;2009-11-01;72;NO;12300
100;2;MSC;Credit;5384097503885720;5720;2019-02-01;704;YES;12300
100;3;MSC;Debit;5082019741631130;1130;2021-04-01;459;YES;20743
100;4;MSC;Debit;5843429452249820;9820;2021-08-01;570;YES;17706
101;0;VSA;Debit;4073664438482770;2770;2022-03-01;973;NO;30160
101;1;AMX;Credit;349088998842560;2560;2022-06-01;652;YES;0
101;2;VSA;Debit;4701143570043780;3780;2012-11-01;807;NO;28937
102;1;MSC;Debit;5289860104321080;1080;2015-08-01;59;YES;1575
102;2;MSC;Debit;5496658602251090;1090;2020-12-01;962;YES;7562
102;3;MSC;Debit;5571413073625470;5470;2024-05-01;741;YES;17211
102;4;VSA;Credit;4255418851751850;1850;2010-06-01;361;NO;9500
103;0;MSC;Debit;5718393085724650;4650;2022-11-01;117;YES;24191
103;2;MSC;Debit;5615933957470020;20;2020-02-01;432;YES;8037
104;0;MSC;Debit;5198251438400160;160;2021-05-01;789;YES;15555
104;1;MSC;Debit;5306340091674900;4900;2016-05-01;523;YES;18242
104;3;VSA;Debit;4430018858326720;6720;2022-12-01;451;NO;16715
106;0;MSC;Debit;5139001522381220;1220;2021-04-01;740;YES;20195
106;1;MSC;Debit;5420521698473430;3430;2019-07-01;257;YES;39818
106;2;VSA;Debit;4873407892539440;9440;2018-09-01;423;YES;33736
107;0;MSC;Debit;5205177909482370;2370;2011-11-01;911;YES;17850
107;1;AMX;Credit;324624221959001;9001;2021-02-01;846;YES;11300
108;0;VSA;Debit;4853013168432420;2420;2015-09-01;554;NO;1981
108;1;MSC;Debit;5770027992115350;5350;2024-07-01;811;YES;15695
108;2;MSC;Debit;5305462513282840;2840;2014-06-01;605;YES;23475
109;0;MSC;Credit;5656749855983520;3520;2017-06-01;315;YES;12900
109;2;MSC;Debit;5833925436440570;570;2022-10-01;344;YES;15341
110;0;MSC;Debit;5116904368864990;4990;2015-06-01;698;YES;42116
110;1;MSC;Debit;5945680972992840;2840;2020-01-01;843;NO;39312
111;0;VSA;Debit;4082503635321960;1960;2008-04-01;947;NO;21370
111;1;AMX;Credit;356204311290241;241;2022-12-01;312;YES;16700
111;2;AMX;Credit;356951210404599;4599;2024-10-01;952;YES;17800
111;3;MSC;Credit;5697567028506340;6340;2020-11-01;356;YES;16200
111;4;AMX;Credit;333504501414647;4647;2020-12-01;276;YES;17700
112;0;MSC;Credit;5106045376475660;5660;2021-03-01;686;YES;14600
112;1;VSA;Credit;4899127312611090;1090;2024-07-01;490;YES;10700
113;0;MSC;Debit;5691422356177730;7730;2006-09-01;349;YES;11398
114;0;MSC;Credit;5272030426588000;8000;2023-12-01;905;YES;8200
114;1;MSC;Credit;5399201189421210;1210;2021-06-01;479;YES;6100
114;2;MSC;Debit;5158754138100900;900;2024-07-01;813;YES;15820
115;0;MSC;Debit;5607458054846900;6900;2023-08-01;252;YES;9774
116;0;VSA;Debit;4199613929770270;270;2023-09-01;765;YES;22833
116;1;VSA;Debit;4912898188628990;8990;2022-11-01;446;YES;48502
116;2;VSA;Debit;4729953228374500;4500;2022-07-01;461;YES;34888
116;3;VSA;Debit;4164595738782780;2780;2019-08-01;90;NO;29503
116;4;MSC;Debit;5036328460113700;3700;2021-08-01;627;YES;19570
117;0;MSC;Debit;5835253444174480;4480;2020-02-01;308;YES;18162
117;2;MSC;Credit;5314005209195970;5970;2022-08-01;991;YES;8700
117;3;MSC;Debit;5849554532579590;9590;2021-05-01;767;YES;14295
118;0;VSA;Debit;4997798155113400;3400;2024-11-01;545;NO;17620
118;1;MSC;Debit;5309940542589430;9430;2020-02-01;924;YES;17201
118;2;DSV;Credit;6108413838069050;9050;2021-08-01;894;YES;8300
119;0;VSA;Debit;4251102360489440;9440;2023-08-01;439;YES;17853
119;1;MSC;Debit;5557372707231200;1200;2024-12-01;434;YES;10794
119;2;MSC;Debit;5865546237246030;6030;2019-12-01;155;YES;15832
120;1;MSC;Credit;5825403139414540;4540;2013-05-01;531;YES;16300
121;0;MSC;Debit;5407870927189090;9090;2024-10-01;228;YES;14836
121;1;MSC;Debit;5089025651729120;9120;2024-07-01;464;YES;13972
122;0;MSC;Debit;5847313041147610;7610;2024-06-01;574;YES;33103
122;1;MSC;Debit;5454341430423090;3090;2023-09-01;247;YES;20847
122;2;MSC;Debit;5183724144988670;8670;2013-11-01;569;YES;31807
122;3;VSA;Credit;4903105068681960;1960;2024-03-01;274;YES;16100
123;0;MSC;Debit;5370803294413430;3430;2021-07-01;851;YES;28894
123;2;VSA;Credit;4164752448797890;7890;2023-02-01;24;YES;12500
124;0;MSC;Debit;5557896137687490;7490;2023-06-01;598;YES;15409
124;1;MSC;Credit;5675172699563850;3850;2023-08-01;294;YES;5300
124;2;MSC;Debit;5259283165298570;8570;2016-12-01;403;YES;13469
125;0;MSC;Debit;5155446517379010;9010;2020-05-01;719;YES;16524
125;1;MSC;Debit;5831064486667380;7380;2020-01-01;570;NO;29526
125;2;MSC;Debit;5157956439521800;1800;2023-07-01;657;YES;16407
126;1;MSC;Debit;5803563077451660;1660;2020-11-01;827;YES;40628
126;2;MSC;Debit;5283475217390040;40;2010-08-01;149;YES;24980
127;0;MSC;Debit;5316882967513700;3700;2020-05-01;122;YES;10290
128;0;VSA;Debit;4631099146168680;8680;2018-12-01;597;YES;13725
128;1;VSA;Debit;4716755530325960;5960;2024-12-01;821;YES;8278
128;2;VSA;Debit;4053406246662200;2200;2020-09-01;491;YES;13514
128;3;MSC;Credit;5105518827174570;4570;2024-11-01;883;YES;3800
129;0;MSC;Debit;5192370991764800;4800;2024-10-01;603;YES;15119
130;1;MSC;Debit;5394718113711360;1360;2020-02-01;16;YES;34183
130;2;VSA;Credit;4864430404023760;3760;2022-07-01;534;YES;22200
131;0;MSC;Debit;5124153601404700;4700;2022-02-01;6;YES;15117
132;0;MSC;Debit;5476802835185780;5780;2023-05-01;744;YES;1543
133;0;MSC;Debit;5753359093924160;4160;2024-09-01;795;YES;22821
133;1;VSA;Credit;4201957315957620;7620;2023-01-01;619;YES;13200
133;2;MSC;Debit;5786593463189270;9270;2024-08-01;58;YES;16330
134;0;MSC;Credit;5345794459975210;5210;2007-11-01;412;YES;6400
134;1;VSA;Credit;4897384992083940;3940;2000-05-01;382;YES;3500
134;2;VSA;Debit;4171955938083780;3780;2023-04-01;251;YES;12606
134;3;VSA;Debit;4906405312400640;640;2023-02-01;579;YES;9921
135;0;MSC;Debit;5297260201877610;7610;2024-01-01;580;YES;3711
136;0;MSC;Debit;5735792874705660;5660;2023-03-01;748;NO;35279
136;1;VSA;Credit;4863498051032540;2540;2020-07-01;593;YES;13800
136;2;MSC;Debit;5489970186857770;7770;2022-02-01;7;YES;24215
137;0;VSA;Credit;4508109473981620;1620;2024-09-01;763;YES;19400
137;2;VSA;Debit;4144574679317190;7190;2024-03-01;543;YES;17208
137;3;MSC;Credit;5919854740342960;2960;2004-11-01;604;YES;18300
137;4;MSC;Debit;5208447578218090;8090;2021-09-01;126;YES;51012
138;0;VSA;Credit;4325807240930440;440;2018-04-01;642;YES;7600
138;1;MSC;Debit;5672870607977280;7280;2023-11-01;952;YES;8052
138;2;MSC;Credit;5025018096886540;6540;2024-07-01;783;YES;8600
138;3;MSC;Debit;5125159184089040;9040;2020-08-01;945;YES;20128
138;4;AMX;Credit;339948848081416;1416;2023-03-01;643;YES;9000
139;0;AMX;Credit;313387157322526;2526;2024-12-01;961;YES;6800
139;2;VSA;Credit;4511050153177270;7270;2016-01-01;263;YES;9800
139;3;VSA;Credit;4795565502176660;6660;2021-01-01;731;YES;6700
140;0;VSA;Credit;4515587053760930;930;2023-05-01;983;YES;9800
140;1;VSA;Debit;4185031026466050;6050;2018-01-01;48;YES;24544
140;2;MSC;Debit;5835884730427360;7360;2023-05-01;642;YES;22639
140;3;DSV;Credit;6113979959799070;9070;2023-11-01;899;YES;1100
141;0;VSA;Debit;4574373333053390;3390;2020-08-01;742;YES;2330
141;1;VSA;Credit;4806267788873520;3520;2020-08-01;289;YES;5900
142;0;VSA;Debit;4461391532392440;2440;2020-02-01;981;YES;47372
142;1;VSA;Debit;4260012890373380;3380;2022-07-01;447;NO;28127
142;3;VSA;Debit;4955481558570010;10;2024-03-01;397;YES;62081
143;0;AMX;Credit;303639878430454;454;2022-11-01;807;YES;5800
143;1;VSA;Credit;4060113536623870;3870;2016-07-01;408;YES;6700
143;2;VSA;Credit;4646061658785920;5920;2015-02-01;856;YES;6700
143;3;MSC;Debit;5040622566272530;2530;2022-07-01;87;YES;1424
144;1;VSA;Credit;4996236791696780;6780;2009-05-01;700;YES;19400
