UserID;Name;BirthDate;CurrentAge;RetirementAge;RetirementStatus;GenderID;Address;City;States;Zipcode;PersonalAnnualIncome;TotalDebt;FICOScore
482;Davis Jenkins;1971-06-01;52;67;Not in Retirement;M;604 Pine Street;Burlington;IA;52601;36853;112139;834
483;Craig Labelle;1998-02-01;25;70;Not in Retirement;M;79 Burns Drive;Fairview;NJ;7022;37497;0;695
484;Noor Johnson;1931-10-01;92;66;Already in Retirement;F;41740 First Street;Wayne;NJ;7470;31828;3777;593
485;Estella Fu;1970-07-01;53;68;Not in Retirement;F;530 Main Boulevard;League City;TX;77573;71866;132580;662
486;Beckett Gonzalez;1957-08-01;66;69;Not in Retirement;M;702 Elm Drive;Watsonville;CA;95076;34496;33122;731
487;Alondra White;1946-01-01;77;71;Already in Retirement;F;4 Plum Boulevard;North Richland Hills;TX;76180;39003;10793;788
488;Kaiden Morgan;1951-03-01;72;64;Already in Retirement;M;29 Federal Boulevard;Los Angeles;CA;90033;11566;9102;536
489;Anna Nelson;1974-12-01;49;71;Not in Retirement;F;627 Ninth Drive;Atlanta;GA;30317;52172;66085;667
490;Keith Bell;1928-03-01;95;66;Already in Retirement;M;120 Lafayette Boulevard;Pompano Beach;FL;33060;40141;805;850
491;Jeffery Farhad;1971-05-01;52;66;Not in Retirement;M;2981 Ninth Boulevard;Latrobe;PA;15650;39733;79302;781
492;Miriam Phillips;1991-02-01;32;65;Not in Retirement;F;8463 Second Street;Waynesville;OH;45068;51651;22705;801
493;Addilynn Garcia;1997-03-01;26;64;Not in Retirement;F;814 Washington Street;Tempe;AZ;85283;49190;122458;630
494;Demetrius Murphy;1977-11-01;46;68;Not in Retirement;M;8580 Valley Stream Avenue;Martinsburg;WV;25401;36711;84949;739
495;Mateo Howard;1997-05-01;26;61;Not in Retirement;M;666 Lafayette Lane;Halethorpe;MD;21227;46344;66994;732
496;Easton Cruz;1993-03-01;30;71;Not in Retirement;M;4872 Lexington Avenue;Doylestown;PA;18902;100991;0;722
497;Kassidy Reyes;1957-06-01;66;65;Already in Retirement;F;1305 Spruce Boulevard;Belle Fourche;SD;57717;32819;25393;826
498;Aron Roman;1989-08-01;34;62;Not in Retirement;M;437 Madison Street;Chicago;IL;60626;47803;81929;652
499;Gordon Neufelder;1975-09-01;48;69;Not in Retirement;M;919 Lafayette Drive;Medford;OR;97504;38661;88636;765
500;Dakota Allen;1974-04-01;49;66;Not in Retirement;M;3346 Hillside Street;Douglassville;PA;19518;57658;74288;766
501;Belen Reyes;1974-05-01;49;69;Not in Retirement;F;9891 Valley Drive;Belzoni;MS;39038;22249;20420;789
502;Zariyah Myers;1982-02-01;41;68;Not in Retirement;F;731 Lincoln Boulevard;Boca Raton;FL;33486;64647;58250;738
503;Lilyana Fernandez;1987-10-01;36;64;Not in Retirement;F;1782 South Boulevard;Beacon Falls;CT;6403;58749;113308;768
504;Blaire Bailey;1973-12-01;50;68;Not in Retirement;F;8070 Mill Lane;Saint George;UT;84770;29510;47153;752
505;Malaya Sanchez;1966-03-01;57;65;Not in Retirement;F;696 Oak Boulevard;Fresno;CA;93710;36672;99454;655
506;Raquel Jackson;1979-01-01;44;61;Not in Retirement;F;1063 Federal Boulevard;Canton;MA;2021;79271;211919;759
507;Isabella Hall;1985-01-01;38;68;Not in Retirement;F;955 11th Street;High Springs;FL;32643;40156;70128;738
508;Maryam Rivera;1989-04-01;34;58;Not in Retirement;F;341 Hill Drive;Saint Louis;MO;63129;57853;131828;558
509;Jessica Reed;1946-09-01;77;64;Already in Retirement;F;862 Martin Luther King Drive;Germantown;MD;20874;37789;24575;605
510;Cullen Ryan;1958-10-01;65;63;Already in Retirement;M;9525 First Boulevard;Longview;TX;75604;41865;60911;676
511;Mack Merkel;1953-03-01;70;69;Already in Retirement;M;602 First Street;Strongsville;OH;44149;61937;138153;684
512;Lucinda Xi;1987-07-01;36;67;Not in Retirement;F;698 11th Lane;Washington;NC;27889;32274;72974;545
513;Bennett Cruz;1971-03-01;52;71;Not in Retirement;M;9570 North Drive;Rutherford;NJ;7070;75785;117920;814
514;Kameron Rodriguez;1969-04-01;54;64;Not in Retirement;M;9762 Pine Street;Fletcher;NC;28732;45560;79660;644
515;Marissa Torres;1973-03-01;50;67;Not in Retirement;F;778 Main Avenue;Kimberly;WI;54136;40810;65643;614
516;Lyric Gomez;1961-11-01;62;67;Not in Retirement;M;669 Wessex Lane;Bigelow;AR;72016;38371;50530;703
517;Salma Rogers;1973-10-01;50;67;Not in Retirement;F;31 Oak Avenue;Columbia;SC;29229;48762;143208;771
518;Blaine Scott;1994-02-01;29;61;Not in Retirement;M;4840 Summit Lane;Rescue;CA;95672;58435;134789;666
519;Emmanuel Wood;1971-07-01;52;68;Not in Retirement;M;1772 Essex Boulevard;Vinton;VA;24179;39124;66231;722
520;Luciano Wilson;1970-01-01;53;65;Not in Retirement;M;720 Seventh Avenue;Camas;WA;98607;63673;147913;591
521;Lila Neufelder;1985-11-01;38;65;Not in Retirement;F;5449 Lexington Drive;Garden Grove;CA;92840;38081;28613;811
522;Rose Fu;1996-11-01;27;61;Not in Retirement;F;5459 El Camino Avenue;Blacksburg;SC;29702;29450;36002;692
523;Katherine Burns;1963-12-01;60;65;Not in Retirement;F;291 Seventh Drive;Hudson;IL;61748;57576;161107;589
524;Amari Martin;1988-08-01;35;70;Not in Retirement;F;9833 Forest Street;Lawton;OK;73505;34311;6971;680
525;Alison Parker;1956-11-01;67;65;Already in Retirement;F;891 El Camino Lane;Pompano Beach;FL;33062;54095;76109;753
526;Sally Fisher;1995-09-01;28;65;Not in Retirement;F;162 Rose Drive;Stockton;CA;95205;24648;32962;600
527;Dayana Fox;1982-08-01;41;61;Not in Retirement;F;1059 Elm Avenue;Brighton;CO;80602;66863;89031;673
528;Gemma Cooper;1959-01-01;64;68;Not in Retirement;F;475 Oak Boulevard;Charlotte;NC;28212;30165;36972;694
529;Lennon Lewis;1966-06-01;57;67;Not in Retirement;M;822 Ocean Street;Hinsdale;IL;60521;189490;448929;717
530;Madelynn Abe;2000-03-01;23;68;Not in Retirement;F;671 George Drive;Georgetown;KY;40324;48582;189348;546
531;Derrick Sadr;1935-12-01;88;65;Already in Retirement;M;6478 Valley Stream Avenue;Levittown;PA;19054;26476;406;813
532;Cayden Murphy;1980-11-01;43;69;Not in Retirement;M;6405 Fifth Avenue;Manchester;NH;3104;56486;116394;689
533;Heaven Wright;1960-03-01;63;71;Not in Retirement;F;85 Littlewood Avenue;San Antonio;TX;78217;35906;69819;659
534;Perla Myers;2000-04-01;23;61;Not in Retirement;F;528 Spruce Lane;Chesterton;IN;46304;55587;151141;621
535;Paula Leroux;1998-04-01;25;67;Not in Retirement;F;100 Seventh Drive;Florence;WI;54121;36733;0;761
536;Iliana Brown;1971-11-01;52;66;Not in Retirement;F;58 Catherine Drive;Omaha;NE;68136;67761;0;745
537;Emiliano White;1963-02-01;60;56;Already in Retirement;M;919 Lafayette Avenue;Murfreesboro;TN;37129;36282;14141;725
538;Brenda Masvidal;1973-07-01;50;68;Not in Retirement;F;75 Birch Lane;Palm Beach Gardens;FL;33410;56467;66565;688
539;Elliot Ajami;1965-02-01;58;73;Not in Retirement;F;82 Jefferson Avenue;Republic;OH;44867;37645;46298;654
540;Byron Morales;1971-11-01;52;64;Not in Retirement;M;3034 Third Boulevard;Worcester;MA;1602;49967;62509;655
541;Jakob Johnson;1999-11-01;24;67;Not in Retirement;M;189 Ninth Lane;Langhorne;PA;19047;64548;14864;726
542;Bennett Flores;1999-09-01;24;66;Not in Retirement;M;354 Main Drive;Heathsville;VA;22473;28421;77772;738
543;Tori Bailey;1986-06-01;37;65;Not in Retirement;F;689 Littlewood Lane;Moulton;AL;35650;35213;87653;719
544;Dexter Thomas;1971-03-01;52;67;Not in Retirement;M;1813 Second Lane;Kenner;LA;70062;29962;55000;684
545;Vihaan Ward;1970-05-01;53;59;Not in Retirement;M;710 North Lane;Bradenton;FL;34203;35868;48465;562
546;Francisco Masvidal;1988-07-01;35;73;Not in Retirement;M;5558 Littlewood Avenue;Lovelock;NV;89419;38193;39874;703
547;Adam Myers;1972-02-01;51;66;Not in Retirement;M;819 Park Boulevard;Terre Haute;IN;47803;43084;0;850
548;Bailee Walker;1977-04-01;46;72;Not in Retirement;F;849 Norfolk Lane;Hubbard;OH;44425;37415;66403;665
549;Alaric Flores;1979-12-01;44;64;Not in Retirement;M;390 Tenth Street;Newark;NJ;7103;35418;51741;660
550;Gustavo Lee;2002-02-01;21;62;Not in Retirement;M;4279 West Boulevard;Parkton;NC;28371;31259;40701;798
551;Uriah Martin;1993-12-01;30;66;Not in Retirement;M;6693 George Drive;Seattle;WA;98188;41255;85439;683
552;Alivia Watson;1978-03-01;45;71;Not in Retirement;F;8 Tenth Drive;Raleigh;NC;27610;34774;78060;850
553;Lauryn James;1929-11-01;94;75;Already in Retirement;F;6245 River Lane;Poughkeepsie;NY;12603;51717;418;717
554;Dominik Miller;1967-09-01;56;62;Not in Retirement;M;5581 Federal Street;Bastrop;TX;78602;41483;64715;584
555;Octavia Butler;1991-03-01;32;65;Not in Retirement;F;99 El Camino Drive;Barton;MD;21521;34825;65082;759
556;Yosef Cruz;1969-02-01;54;72;Not in Retirement;M;2994 Tenth Lane;Fayetteville;NC;28306;37346;64030;680
557;Galilea Gonzalez;1961-10-01;62;67;Not in Retirement;F;927 Ocean View Drive;Miami;FL;33196;44699;21685;842
558;Thatcher Xi;1984-10-01;39;73;Not in Retirement;M;356 Mill Street;The Villages;FL;32162;17316;26872;748
559;Cody Wood;1962-03-01;61;67;Not in Retirement;M;45 Maple Lane;Holden;ME;4429;49467;77465;697
560;Rylee Schmidt;2001-11-01;22;68;Not in Retirement;F;3395 Spruce Drive;Kansas City;KS;66103;34242;0;837
561;Nicolas Peres;1994-10-01;29;63;Not in Retirement;M;2800 Third Drive;Birmingham;AL;35244;70502;90003;614
562;Brielle Brooks;1960-09-01;63;67;Not in Retirement;F;645 Catherine Lane;Boston;MA;2127;80156;61817;735
563;Danica Watson;1968-12-01;55;63;Not in Retirement;F;1248 Second Drive;Meriden;CT;6450;49737;136056;643
564;Gregory Ajami;1959-12-01;64;60;Already in Retirement;M;700 Lexington Avenue;Dover;OH;44622;31003;23000;699
565;Jennifer Peres;1996-09-01;27;66;Not in Retirement;F;9264 Norfolk Lane;Orlando;FL;32811;29376;51428;629
566;Kathleen Allen;1963-11-01;60;63;Not in Retirement;F;4581 Eighth Boulevard;Eastman;GA;31023;29413;46043;703
567;Layla Myers;1992-01-01;31;64;Not in Retirement;F;146 Lafayette Drive;Ridgefield;WA;98642;55684;114269;722
568;Fabian Collins;1980-10-01;43;60;Not in Retirement;M;6757 Eighth Avenue;Staunton;IL;62088;40894;51844;657
569;Samara Price;1956-01-01;67;66;Already in Retirement;F;599 First Drive;Fontana;CA;92336;47242;62224;704
570;Charles Edwards;1954-12-01;69;67;Already in Retirement;M;654 Birch Lane;Omaha;NE;68107;28951;56777;711
571;Luka Flores;1966-06-01;57;68;Not in Retirement;M;6223 Lexington Drive;Allen;TX;75002;66428;197102;669
572;Sylvie Brown;1968-02-01;55;64;Not in Retirement;F;25622 Lake Street;Pearland;TX;77584;73920;166395;683
573;Alaia Jackson;1998-02-01;25;73;Not in Retirement;F;5762 River Lane;Salt Lake City;UT;84112;21490;32587;682
574;Marlee Phillips;1951-04-01;72;64;Already in Retirement;F;315 Norfolk Lane;Somerville;MA;2143;59938;36978;670
575;Vladimir Xi;1965-06-01;58;65;Not in Retirement;M;758 Sixth Boulevard;Monroe;NY;10950;52062;97881;775
576;Tyson Young;1961-10-01;62;65;Not in Retirement;M;860 Maple Avenue;Union City;CA;94587;59322;145137;694
577;Miya Russell;1993-09-01;30;69;Not in Retirement;F;229 Norfolk Street;Troy;MI;48083;53254;131334;736
578;Soren Martinez;1958-11-01;65;67;Not in Retirement;M;4975 Madison Boulevard;Indianapolis;IN;46235;32716;46919;593
579;Chandler Morales;1940-03-01;83;68;Already in Retirement;M;5336 Tenth Drive;Muskegon;MI;49441;30977;21507;796
580;Reign Russell;1952-10-01;71;71;Not in Retirement;F;311 Washington Lane;Adrian;MI;49221;34954;5942;729
581;Ellen Watson;1973-02-01;50;69;Not in Retirement;F;1342 Hill Lane;Chicago;IL;60623;24372;63295;793
582;Guadalupe Chen;1968-07-01;55;66;Not in Retirement;F;2554 11th Lane;Defiance;OH;43512;37169;93844;722
583;Blake Sanchez;1983-08-01;40;69;Not in Retirement;M;995 Martin Luther King Street;Houston;TX;77047;39871;73726;719
584;Lauryn Fox;1976-02-01;47;68;Not in Retirement;F;1450 Rose Drive;Morristown;MN;55052;40026;70877;768
585;Gwen Evans;2000-03-01;23;67;Not in Retirement;F;762 Lake Drive;Sugar Land;TX;77478;71740;38238;767
586;Avery Williams;1998-08-01;25;66;Not in Retirement;M;72834 Grant Boulevard;Hempstead;NY;11550;41087;22720;695
587;Maleah Morris;2001-12-01;22;55;Not in Retirement;F;892 Third Boulevard;Anchorage;AK;99507;58579;94998;808
588;Colt Martinez;1933-09-01;90;68;Already in Retirement;M;90 Lexington Drive;San Antonio;TX;78230;33426;1852;699
589;Winnie Nelson;1997-02-01;26;65;Not in Retirement;F;98 Mountain View Drive;Lafayette;LA;70506;44862;78350;750
590;Cade Campbell;1985-10-01;38;65;Not in Retirement;M;8229 Bayview Avenue;Amherst;OH;44001;45388;64749;723
591;Ivan Morales;1946-09-01;77;68;Already in Retirement;M;9355 Ocean View Drive;Tucker;GA;30084;34220;0;745
592;Trent Brown;2000-09-01;23;66;Not in Retirement;M;616 Catherine Avenue;Devon;PA;19333;118862;276156;782
593;Azariah Diaz;1999-09-01;24;62;Not in Retirement;F;825 Norfolk Drive;Getzville;NY;14068;60265;80939;582
594;Khalid Cooper;1974-03-01;49;66;Not in Retirement;M;8385 Mill Boulevard;Vancleve;KY;41385;23740;4313;841
595;Fisher Roman;1980-05-01;43;67;Not in Retirement;M;9735 Birch Street;Miami;FL;33175;38386;74820;850
596;Harrison Fisher;1973-06-01;50;70;Not in Retirement;M;285 Washington Street;Woonsocket;RI;2895;38872;86648;585
597;Anabelle Faraday;1982-03-01;41;68;Not in Retirement;F;49 Tenth Street;Atlanta;GA;30316;49335;51520;773
598;Valerie Scott;1969-09-01;54;79;Not in Retirement;F;6695 River Lane;Monroe;MI;48161;40246;74352;641
599;Kace Gao;1970-01-01;53;66;Not in Retirement;M;1012 Hill Drive;Chicago;IL;60622;81122;112394;682
600;Jayceon Neufelder;2001-04-01;22;64;Not in Retirement;M;5819 Norfolk Drive;Punta Gorda;FL;33950;29265;37375;647
601;Darius Evans;1968-04-01;55;65;Not in Retirement;M;774 Wessex Lane;Gilbert;AZ;85295;62304;113416;719
602;Dean Lonsdale;1965-10-01;58;65;Not in Retirement;M;6721 Sussex Drive;Carrollton;TX;75006;43598;15891;757
603;Zavier Allen;1965-05-01;58;63;Not in Retirement;M;990 West Street;Rosharon;TX;77583;46603;57177;612
604;Nathan Sanders;1993-03-01;30;71;Not in Retirement;M;7703 Fourth Avenue;Fort Lauderdale;FL;33311;28931;34511;711
605;Susan Labelle;1977-09-01;46;71;Not in Retirement;F;338 Bayview Lane;Broad Run;VA;20137;73208;115827;664
606;Ellianna Cooper;1978-02-01;45;68;Not in Retirement;F;794 Lake Street;Township Of Washington;NJ;7676;77288;46160;771
607;Shepherd Cox;1989-09-01;34;66;Not in Retirement;M;6657 West Street;Lake Worth;FL;33463;37544;15489;703
608;Dallas Fox;1961-11-01;62;65;Not in Retirement;M;217 Fifth Lane;Cornell;IL;61319;40628;66552;636
609;Kimora Lewis;1995-04-01;28;68;Not in Retirement;F;418 Elm Street;Warm Springs;GA;31830;31469;53555;645
610;Milo Walker;1967-02-01;56;65;Not in Retirement;M;9385 Birch Street;Albuquerque;NM;87121;31369;0;707
611;Ophelia Peres;1983-09-01;40;65;Not in Retirement;F;7643 Martin Luther King Street;Greenville;OH;45331;33339;83353;679
612;Kyree Wood;1994-11-01;29;65;Not in Retirement;M;944 Lexington Boulevard;Cantonment;FL;32533;41338;90737;772
613;Alma Xi;1965-12-01;58;66;Not in Retirement;F;85 Lafayette Boulevard;Carthage;NY;13619;35114;24637;686
614;Bryan Ajami;1980-09-01;43;65;Not in Retirement;M;5193 East Street;Louisville;KY;40299;51499;7226;788
615;Joslyn Faraday;1934-10-01;89;67;Already in Retirement;F;577 12th Lane;Lakewood;NJ;8701;9795;396;771
616;Prakash Braun;2000-09-01;23;67;Not in Retirement;M;1317 Wessex Lane;Belmont;CA;94002;95045;132371;708
617;Kace Gomez;1953-03-01;70;72;Not in Retirement;M;9218 Martin Luther King Avenue;Mulberry;FL;33860;36589;86573;676
618;Romina Smith;1960-11-01;63;63;Not in Retirement;F;4701 Littlewood Drive;Tampa;FL;33618;58959;109358;598
619;Kaleb Lonsdale;1958-12-01;65;61;Already in Retirement;M;363 Third Drive;Pinole;CA;94564;28210;22961;655
620;Colton Stewart;1980-05-01;43;68;Not in Retirement;M;700 Rose Avenue;Laurel;MD;20708;56347;32530;779
621;Alicia Young;1961-01-01;62;72;Not in Retirement;F;704 Summit Drive;Claremont;NC;28610;36760;95755;593
622;Cassius Schmidt;1981-11-01;42;67;Not in Retirement;M;8897 East Street;Carmel;CA;93923;59482;130605;688
623;Sadie Cruz;1964-05-01;59;60;Not in Retirement;F;4941 Ocean View Drive;Fort Worth;TX;76119;24827;60261;590
624;Royalty Miller;1953-01-01;70;65;Already in Retirement;F;9205 Summit Street;San Jose;CA;95134;52929;37514;737
625;Nathaniel Bell;1967-12-01;56;70;Not in Retirement;M;469 Mountain View Boulevard;Indianapolis;IN;46256;63433;122550;770
626;Judah Richardson;1998-11-01;25;67;Not in Retirement;M;78596 Birch Drive;Houston;TX;77049;39485;144101;685
627;Celine Gutierrez;1986-08-01;37;59;Not in Retirement;F;142 Valley Drive;Valparaiso;IN;46383;51938;97252;697
628;Lucinda Cox;1951-12-01;72;53;Already in Retirement;F;6723 Maple Street;Annandale;VA;22003;65298;18684;524
629;Zaniyah Lewis;1962-01-01;61;65;Not in Retirement;F;501 Grant Lane;Trenton;GA;30752;32520;29433;731
630;Chandler Wright;1978-08-01;45;63;Not in Retirement;M;992 Martin Luther King Avenue;Park Forest;IL;60466;39472;82626;698
631;Victoria Edwards;1982-05-01;41;66;Not in Retirement;F;4189 Birch Street;Kilauea;HI;96754;34457;48966;666
632;Alessandro Thompson;1971-12-01;52;73;Not in Retirement;M;2193 Sixth Avenue;Highland;NY;12528;53478;73030;674
633;Keegan Myers;1980-10-01;43;68;Not in Retirement;M;952 Mountain View Boulevard;Ludington;MI;49431;32343;59006;732
634;Remington Labelle;1937-01-01;86;65;Already in Retirement;M;637 Seventh Street;Westminster;SC;29693;31943;1248;686
635;Jillian Ramirez;1978-10-01;45;56;Not in Retirement;F;9413 12th Boulevard;Manly;IA;50456;32789;47679;699
636;William Foster;1990-08-01;33;64;Not in Retirement;M;1734 George Drive;San Francisco;CA;94134;41873;76725;717
637;Kenny Evans;1976-01-01;47;66;Not in Retirement;M;9900 Ninth Avenue;Bloomfield;IN;47424;37115;58438;685
638;Kaylani Thompson;1979-12-01;44;65;Not in Retirement;F;613 George Boulevard;Stanford;KY;40484;30997;81716;722
639;Alina Braun;1994-08-01;29;67;Not in Retirement;F;157 Eighth Street;Bellevue;WA;98005;88554;142154;701
640;Simeon Miller;1990-03-01;33;63;Not in Retirement;M;32595 River Drive;Shafter;CA;93263;29682;65845;659
641;Kade Williams;1959-01-01;64;68;Not in Retirement;M;6762 Second Street;Bennett;CO;80102;53762;37361;689
642;Gwendolyn Labelle;2001-01-01;22;66;Not in Retirement;F;534 Norfolk Lane;New York;NY;10026;54477;72241;802
643;Frances Johnson;1989-07-01;34;67;Not in Retirement;F;385 Grant Street;Independence;MO;64050;33076;50117;721
644;Reid Robinson;1961-05-01;62;67;Not in Retirement;M;1034 Pine Boulevard;Erie;PA;16505;49595;68057;676
645;Pierce Perry;1988-12-01;35;67;Not in Retirement;M;8803 Washington Boulevard;Scituate;MA;2066;82019;64583;695
646;Ulises Chen;1943-05-01;80;66;Already in Retirement;M;3462 Ocean Boulevard;Sacramento;CA;95831;51942;22839;723
647;Faith Myers;1945-03-01;78;67;Already in Retirement;F;54 Lafayette Street;Chula Vista;CA;91910;29130;8746;720
648;Maya Torres;1948-08-01;75;66;Already in Retirement;F;5822 Fourth Boulevard;Charleston;WV;25312;13937;3854;783
649;Austin Robinson;1999-03-01;24;63;Not in Retirement;M;592 Hillside Drive;Berwyn;IL;60402;38158;80609;666
650;Amora Jenkins;1972-07-01;51;67;Not in Retirement;F;45 Ocean Lane;Batavia;IL;60510;68710;201796;717
651;Finley Evans;1983-01-01;40;75;Not in Retirement;F;94 Ocean Avenue;Naperville;IL;60564;100303;53919;821
652;Naomi Anwar;1961-11-01;62;65;Not in Retirement;F;9191 Main Avenue;Epping;NH;3042;50980;87715;691
653;Levi Gomez;2002-01-01;21;69;Not in Retirement;M;5504 Spruce Drive;Sergeant Bluff;IA;51054;46810;0;747
654;Hugo Diaz;1959-02-01;64;65;Not in Retirement;M;945 Third Avenue;Sammamish;WA;98075;103185;206422;564
655;Colson James;1996-04-01;27;71;Not in Retirement;M;938 Maple Boulevard;North Las Vegas;NV;89081;46704;91946;810
656;Gianni Merkel;1985-01-01;38;61;Not in Retirement;M;583 Seventh Street;Wynnewood;PA;19096;103126;130160;642
657;Anakin Harris;1971-06-01;52;61;Not in Retirement;M;8993 Madison Avenue;Fayetteville;NC;28312;37468;73448;666
658;Evelyn Hall;1968-07-01;55;67;Not in Retirement;F;6840 North Lane;Mount Kisco;NY;10549;112695;35135;840
659;Maximus Cruz;1996-05-01;27;65;Not in Retirement;M;512 Tenth Street;Holland;MI;49424;44181;82622;701
660;Princess Collins;1993-05-01;30;65;Not in Retirement;F;388 Third Street;Mohegan Lake;NY;10547;67820;86177;628
661;Francesca Schmidt;1939-04-01;84;67;Already in Retirement;F;499 Lafayette Lane;Frankfort;IN;46041;24884;1828;850
662;Juliette Wright;1978-08-01;45;53;Not in Retirement;F;165 Fourth Street;San Diego;CA;92130;553;740;719
663;Leif Sullivan;1979-11-01;44;64;Not in Retirement;M;83302 Valley Stream Lane;Foxboro;MA;2035;72470;133421;711
664;Selena Thompson;1984-11-01;39;66;Not in Retirement;F;610 Lake Drive;Hillsboro;IL;62049;36081;118151;682
665;Jayden Myers;1982-06-01;41;68;Not in Retirement;M;13 Federal Street;Woburn;MA;1801;59375;0;729
666;Rodney James;2002-02-01;21;70;Not in Retirement;M;18 Bayview Avenue;Hernando;MS;38632;48491;158871;588
667;Stephanie Gomez;1959-04-01;64;67;Not in Retirement;F;89075 Spruce Drive;West Baden Springs;IN;47469;30867;12686;794
668;Annabella Ward;1986-05-01;37;67;Not in Retirement;F;906 Little Creek Drive;Monroe;NC;28110;39974;64403;652
669;Camden Neufelder;1981-02-01;42;72;Not in Retirement;M;1105 Wessex Avenue;Arlington;TX;76002;49611;110543;739
670;Cristiano Morris;1995-10-01;28;69;Not in Retirement;M;841 Spruce Drive;Hammond;LA;70401;35856;73257;712
671;Ansley Reed;1984-09-01;39;72;Not in Retirement;F;707 Elm Boulevard;Covington;VA;24426;35760;62768;830
672;Colten Bailey;1979-06-01;44;69;Not in Retirement;M;2336 George Drive;Greenville;SC;29611;27013;58806;651
673;Kole Gonzalez;1956-04-01;67;62;Already in Retirement;M;690 Catherine Street;Aurora;CO;80013;58006;20196;774
674;Brylee Wilson;1940-01-01;83;67;Already in Retirement;F;305 Pine Avenue;Kent;WA;98032;39110;363;750
675;Isabela Bell;1981-12-01;42;66;Not in Retirement;F;422 Burns Street;Shepherdsville;KY;40165;40087;17392;712
676;Lane Cooper;1973-10-01;50;65;Not in Retirement;M;12067 Federal Boulevard;Philadelphia;PA;19135;35891;87749;577
677;Rosie Lonsdale;1936-03-01;87;65;Already in Retirement;F;480 Catherine Drive;Stamford;CT;6902;74753;1585;726
678;Finley Reed;1988-05-01;35;70;Not in Retirement;M;1495 Elm Boulevard;Banning;CA;92220;26511;21869;769
679;Kian Richardson;1943-04-01;80;69;Already in Retirement;M;2609 Plum Drive;Olathe;KS;66061;19682;0;683
680;Sadie Braun;1938-09-01;85;64;Already in Retirement;F;678 Park Drive;Miami;FL;33179;23217;2559;616
681;Avi Wilson;1989-05-01;34;66;Not in Retirement;M;323 Eighth Drive;Boulder;CO;80302;67589;0;734
682;Atlas Fox;1989-08-01;34;68;Not in Retirement;M;4262 Madison Drive;South Hamilton;MA;1982;92960;64167;724
683;Macy Wilson;1967-04-01;56;61;Not in Retirement;F;2332 Elm Lane;Walnut Creek;CA;94596;87030;156474;646
684;Keanu Ortiz;1948-02-01;75;66;Already in Retirement;M;493 South Street;Ridgewood;NY;11385;22918;11371;750
685;Samara Cruz;1990-09-01;33;56;Not in Retirement;F;8958 Catherine Street;Stockton;UT;84071;49842;79750;698
686;Miya Campbell;1983-04-01;40;75;Not in Retirement;F;3194 Norfolk Street;Seaford;DE;19973;35933;23451;812
687;Leon Lewis;1978-02-01;45;67;Not in Retirement;M;376 Fourth Drive;Waimanalo;HI;96795;36860;65049;714
688;Scott Sanchez;1967-02-01;56;70;Not in Retirement;M;302 Park Boulevard;Cordele;GA;31015;28269;66681;734
689;Clyde Fisher;1999-11-01;24;66;Not in Retirement;M;135 Spruce Lane;Ottawa;OH;45875;40426;76199;727
690;Yaretzi Kelley;1976-08-01;47;71;Not in Retirement;F;93 11th Avenue;Anaheim;CA;92804;37371;3378;739
691;Evelynn Foster;1986-09-01;37;68;Not in Retirement;F;212 Ocean View Avenue;San Rafael;CA;94903;67589;106072;602
692;Clyde Brooks;1964-04-01;59;66;Not in Retirement;M;455 Little Creek Boulevard;Williston Park;NY;11596;80957;161166;683
693;Linda Phillips;1955-07-01;68;69;Not in Retirement;F;729 Littlewood Avenue;Wilton;CT;6897;192269;100192;700
694;Bo Bailey;1985-08-01;38;75;Not in Retirement;M;6444 Madison Drive;Tucson;AZ;85710;35641;64419;625
695;Alice Torres;1986-08-01;37;69;Not in Retirement;F;850 Birch Avenue;Lobelville;TN;37097;28696;52910;686
696;Lance Xi;1989-04-01;34;65;Not in Retirement;M;7350 Fourth Lane;Rome;NY;13440;38153;92466;658
697;Ana Gray;1968-08-01;55;73;Not in Retirement;F;2897 West Street;Lorton;VA;22079;71490;0;782
698;Magdalena Schmidt;1999-12-01;24;67;Not in Retirement;F;3183 Burns Boulevard;Woodland;WA;98674;43006;26144;688
699;Guillermo Richardson;1975-06-01;48;67;Not in Retirement;M;41043 Lincoln Lane;Saint Amant;LA;70774;49523;89129;688
700;Mohammed Carter;1988-11-01;35;76;Not in Retirement;M;7948 Martin Luther King Avenue;Memphis;TN;38106;21876;20169;786
701;Brooklynn Butler;1992-08-01;31;67;Not in Retirement;F;8893 Valley Drive;Griffith;IN;46319;44843;67179;756
702;Kaiya Johnson;1976-03-01;47;65;Not in Retirement;F;41332 Lincoln Avenue;Durham;NC;27704;35938;47204;670
703;Arielle Williams;1946-10-01;77;65;Already in Retirement;F;518 Main Street;Danville;VA;24541;28553;19507;745
704;Thea Harris;2001-12-01;22;68;Not in Retirement;F;753 East Avenue;Fayetteville;NC;28311;39803;53607;695
705;Hana Flores;1969-09-01;54;68;Not in Retirement;F;9982 Summit Boulevard;Murrieta;CA;92563;49076;56547;715
706;Ledger Barnes;1978-10-01;45;65;Not in Retirement;M;8425 East Lane;Cleveland;OH;44143;56368;71544;664
707;Julieta Gao;1984-06-01;39;66;Not in Retirement;F;9006 Ocean Boulevard;Philadelphia;PA;19138;32855;94228;693
708;Ian Reyes;1955-02-01;68;64;Already in Retirement;M;364 Eighth Drive;Fort Worth;TX;76148;18149;26672;738
